Key,Value
max_f1,0.02031097244948913
max_f2,0.03040253955584306
max_f3,39.1383
max_f4,0.1316
min_f1,0.013571321649047044
min_f2,0.02118252256932931
min_f3,12.0228
min_f4,0.042
hyp_log,"[175788.50602921957, 175930.13563083863, 175930.13563083863, 175930.16025320473, 175930.16713904505, 175930.16713904505, 175930.17265152495, 175930.17265152495, 175930.2121268715, 175930.2121268715, 175964.79646920154, 175990.7770254276, 176645.78498913694, 176645.82270672327, 176645.82621135833, 176645.82621135833, 176646.20701411372, 176646.2420380901, 176859.62231197092, 176859.62309081957, 176859.63982797306, 176859.71470562572, 176931.14399362876, 176931.1468527784, 176931.1704726063, 176931.1704726063, 176931.17310901714, 176931.17382019374, 177003.5071755851, 177003.5844994415]"
hyp2_log,"[35.79844030691479, 35.79844030691479, 35.79844030691479, 35.79844030691479, 35.79844030691479, 35.79844030691479, 35.79844030691479, 35.79844030691479, 35.79844030691479, 35.79844030691479, 35.79844030691479, 35.79844030691479, 35.79844030691479, 35.79844030691479, 35.79844030691479, 35.79844030691479, 35.79844030691479, 35.79844030691479, 35.79844030691479, 35.79844030691479, 35.79844030691479, 35.79844030691479, 35.79844030691479, 35.79844030691479, 35.79844030691479, 35.79844030691479, 35.79844030691479, 35.79844030691479, 35.79844030691479, 35.79844030691479]"
r2_log,"[0.0033843117245660193, 0.00333111834047643, 0.00333111834047643, 0.00333111834047643, 0.003330999496558298, 0.003330999496558298, 0.003330999496558298, 0.003330999496558298, 0.003330999496558298, 0.003330999496558298, 0.0033177516808860657, 0.0033129432228094515, 0.003054937341264384, 0.0030537110449247126, 0.0030537110449247126, 0.0030537110449247126, 0.0030510695171910994, 0.0030506974345005924, 0.002973809548651095, 0.002973809548651095, 0.002972905628004894, 0.0029711262076194405, 0.0029447842905396295, 0.0029447842905396295, 0.0029447842905396295, 0.0029447842905396295, 0.0029447842905396295, 0.0029447842905396295, 0.002911699855141315, 0.00291023625457716]"
lr_log,[]
hyp2_acc_log,"[460.8773877948308, 460.8773877948308, 460.8773877948308, 460.8773877948308, 460.8773877948308, 460.8773877948308, 460.8773877948308, 460.8773877948308, 460.8773877948308, 460.8773877948308, 460.8773877948308, 460.8773877948308, 460.8773877948308, 460.8773877948308, 460.8773877948308, 460.8773877948308, 460.8773877948308, 460.8773877948308, 460.8773877948308, 460.8773877948308, 460.8773877948308, 460.8773877948308, 460.8773877948308, 460.8773877948308, 460.8773877948308, 460.8773877948308, 460.8773877948308, 460.8773877948308, 460.8773877948308, 462.515409270217]"
hyp_acc_log,"[2259797.2008136376, 2260639.0899041984, 2260639.0899041984, 2260693.19221253, 2260713.9186744983, 2260713.9186744983, 2260868.80435184, 2260868.80435184, 2261061.720320852, 2261061.720320852, 2261629.988189777, 2262122.106595443, 2268458.0376342107, 2268770.484576967, 2268969.8084925134, 2268969.8084925134, 2270187.603044979, 2270417.092530661, 2272027.081826582, 2272031.043059405, 2272343.336380484, 2272759.3117783256, 2273679.659442484, 2273679.659442484, 2273679.659442484, 2273679.659442484, 2273745.409147237, 2273747.788810336, 2274417.368595971, 2283094.507043208]"
