Key,Value
max_f1,0
max_f2,0
max_f3,0
max_f4,0
min_f1,inf
min_f2,inf
min_f3,inf
min_f4,inf
hyp_log,"[144053.24792594224, 144231.63537918014, 144726.73609478437, 145090.43469361664, 145339.4519499899, 145703.64538028036, 146118.72647815986, 146278.85256972048, 146976.46003939223, 147302.84103421934, 147623.85838839703, 147684.46845849237, 147822.85757631832, 148425.251284712, 148568.47421000546, 148588.9893443724, 148934.78155334803, 148935.5750854711, 149229.7135163028, 149567.5984990296, 149856.61719108903, 150028.07000973175, 150530.14902093456, 150732.72129152637, 150884.1495782229, 150955.8174143837, 151037.56902433466, 151273.98634908997, 151343.77543104504, 151399.83666255907, 151575.04713562256]"
hyp2_log,"[48.65953540437788, 48.720663558923825, 48.89142480686951, 49.013348207077705, 49.09580797711833, 49.211490512190366, 49.304198184116494, 49.35579811299883, 49.50418805052948, 49.5903993189446, 49.69930502564965, 49.717812327804424, 49.76433399438255, 49.90952848107263, 49.94773909988975, 49.9541927576624, 50.072571071073234, 50.072705278568314, 50.17031891661321, 50.19640613390815, 50.24292234432962, 50.3000115774071, 50.38560390526761, 50.4521774864336, 50.501578887534826, 50.525241060110964, 50.553019477676166, 50.63206028715536, 50.65578688874717, 50.67464977730273, 50.73388819868371]"
r2_log,"[np.float64(0.16657332644645567), np.float64(0.16617883794663255), np.float64(0.16517381077334609), np.float64(0.16449029385858782), np.float64(0.16403417604613574), np.float64(0.16335552736072656), np.float64(0.162828388142833), np.float64(0.16248570516689378), np.float64(0.16167884032002125), np.float64(0.1612494610577615), np.float64(0.16062124838533542), np.float64(0.16053985270494617), np.float64(0.16022878167036061), np.float64(0.15942444013006982), np.float64(0.15924184550102938), np.float64(0.15920449477320292), np.float64(0.15854726038175715), np.float64(0.15854726038175715), np.float64(0.15796206240910285), np.float64(0.1577904258224479), np.float64(0.15752088513622525), np.float64(0.15722297453603679), np.float64(0.15677174267061303), np.float64(0.1564404826689126), np.float64(0.1561315297006118), np.float64(0.15601313272390366), np.float64(0.155829612830206), np.float64(0.15545042299942158), np.float64(0.15529436877225516), np.float64(0.15519708672344296), np.float64(0.1548825146631851)]"
