algorithm,dataset,attack,evaluations,indicator,value,dir
cars,cifar10,FGSM,1000,hv,147227.38443470275,results/cars/cifar10/2026-09-10_12-51-30_15798821/search/
cars,cifar10,FGSM,1000,r2,0.16200897626331803,results/cars/cifar10/2026-09-10_12-51-30_15798821/search/
cars,cifar10,FGSM,1000,hv_2obj,49.38091055487473,results/cars/cifar10/2026-09-10_12-51-30_15798821/search/
cars,cifar10,FGSM,1040,hv,147531.4754956981,results/cars/cifar10/2026-09-10_12-51-30_15798821/search/
cars,cifar10,FGSM,1040,r2,0.16150333257792698,results/cars/cifar10/2026-09-10_12-51-30_15798821/search/
cars,cifar10,FGSM,1040,hv_2obj,49.469633301241444,results/cars/cifar10/2026-09-10_12-51-30_15798821/search/
cars,cifar10,FGSM,1080,hv,148130.5618359529,results/cars/cifar10/2026-09-10_12-51-30_15798821/search/
cars,cifar10,FGSM,1080,r2,0.16112227005184623,results/cars/cifar10/2026-09-10_12-51-30_15798821/search/
cars,cifar10,FGSM,1080,hv_2obj,49.542751083287676,results/cars/cifar10/2026-09-10_12-51-30_15798821/search/
cars,cifar10,FGSM,1120,hv,148315.5168164096,results/cars/cifar10/2026-09-10_12-51-30_15798821/search/
cars,cifar10,FGSM,1120,r2,0.1607776511085642,results/cars/cifar10/2026-09-10_12-51-30_15798821/search/
cars,cifar10,FGSM,1120,hv_2obj,49.60511384933227,results/cars/cifar10/2026-09-10_12-51-30_15798821/search/
cars,cifar10,FGSM,1160,hv,148484.01251038592,results/cars/cifar10/2026-09-10_12-51-30_15798821/search/
cars,cifar10,FGSM,1160,r2,0.16044562600527842,results/cars/cifar10/2026-09-10_12-51-30_15798821/search/
cars,cifar10,FGSM,1160,hv_2obj,49.66148913117136,results/cars/cifar10/2026-09-10_12-51-30_15798821/search/
cars,cifar10,FGSM,1200,hv,148740.49558131828,results/cars/cifar10/2026-09-10_12-51-30_15798821/search/
cars,cifar10,FGSM,1200,r2,0.15998754398165646,results/cars/cifar10/2026-09-10_12-51-30_15798821/search/
cars,cifar10,FGSM,1200,hv_2obj,49.74710163827672,results/cars/cifar10/2026-09-10_12-51-30_15798821/search/
cars,cifar10,FGSM,0,hv,133827.23988101468,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,0,r2,0.1860625812037177,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,0,hv_2obj,45.20891268146223,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,40,hv,136018.36615018922,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,40,r2,0.181667237025474,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,40,hv_2obj,45.95653430747333,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,80,hv,137266.0805306606,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,80,r2,0.1791353336209745,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,80,hv_2obj,46.36911728455057,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,120,hv,137820.66192737693,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,120,r2,0.1779908593602903,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,120,hv_2obj,46.55873336024559,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,160,hv,138536.32848225266,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,160,r2,0.17660851559898644,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,160,hv_2obj,46.79028705323928,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,200,hv,138913.1227121963,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,200,r2,0.1758647174081271,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,200,hv_2obj,46.91743695719646,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,240,hv,139471.6810433973,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,240,r2,0.17482669346980564,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,240,hv_2obj,47.1065690981284,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,280,hv,139854.35502661107,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
cars,cifar10,FGSM,280,r2,0.17402584669129811,results/cars/cifar10/2026-09-10_17-06-01_65381509/search/
