Key,Value
max_f1,0.008734347895742992
max_f2,0.017086603225041658
max_f3,40.0778
max_f4,0.1286
min_f1,0.003841043956195697
min_f2,0.01040301032555409
min_f3,12.1226
min_f4,0.0343
hyp_log,"[176506.78810781147, 176656.78719440557, 176659.01500845252, 176665.51822153624, 176676.99199131475, 176680.53098004914, 176753.50307513488, 176757.49537351838, 177054.60245418915, 177057.71463062262, 177067.7444640438, 177080.6180082635, 177161.3246281792, 177163.5427159348, 177169.28782365445, 177537.09328989976, 177541.36214030843, 177543.63471476783, 177556.02355629782, 177561.42816470208, 177562.07367055657, 177566.70497526956, 177639.27860202786, 177645.3420616872, 177646.73052177593, 177648.46838743516, 177649.01567601218, 177654.533623202, 177654.5385436043, 177735.48953299853]"
hyp2_log,"[35.88762033751795, 35.8891558488707, 35.889534347907556, 35.890878084018915, 35.89317975039344, 35.89385099402617, 35.89410826375274, 35.89492456965241, 35.89581250966531, 35.89645431692595, 35.898470712964084, 35.90107721511886, 35.90210355817395, 35.90253840828533, 35.90366689669261, 35.90490037074424, 35.905773158342264, 35.90622394003016, 35.90872990668888, 35.90982027176302, 35.909951114655776, 35.910882994569285, 35.91120393552084, 35.91242827760021, 35.91270647275139, 35.913057310738076, 35.91316416688212, 35.914273565699894, 35.914273565699894, 35.91457556454919]"
r2_log,"[0.00235538156309686, 0.0023089531648449136, 0.0023016634975616167, 0.0022966649341428775, 0.002279888746157971, 0.002271115986934692, 0.0022498407776886647, 0.002246804254740236, 0.0021554181441243454, 0.002150895591688247, 0.0021360452627985217, 0.0021179360207199223, 0.0020882824775660244, 0.002084358487761347, 0.002075163783961189, 0.0019588027944556904, 0.001954291100546669, 0.0019519781874444246, 0.0019306375997733382, 0.0019261319732328825, 0.0019256453240540264, 0.0019200676561639198, 0.0019005468864523698, 0.0018936982011580265, 0.001891954917101507, 0.0018906500669374066, 0.0018902528628167794, 0.0018834210700076535, 0.001883370510982615, 0.001857331685056808]"
lr_log,[]
