Key,Value
max_f1,0
max_f2,0
max_f3,0
max_f4,0
min_f1,inf
min_f2,inf
min_f3,inf
min_f4,inf
hyp_log,"[162939.7590176886, 165304.07158395674, 166838.2926870558, 170632.43898222208, 172140.471322072, 172709.4472899738, 173093.43752429585, 173169.57521646968, 173751.78164492888, 173821.1756470366, 174061.84914359418, 174101.54835301606, 174458.27169251564, 175524.8308095917, 175526.09984778042, 175697.53041493567, 176575.44021946233, 176837.30451548385, 176838.93187398344, 176974.58747071592, 177144.33029911917, 177429.82373800673, 177431.4371392622, 177554.68020026904, 177558.45085157614, 177600.7950503216, 177673.34054437207, 177844.1296308825, 178086.8524242528, 178088.3125011291]"
hyp2_log,"[55.64594280338217, 56.35601685197708, 56.627893087732296, 57.904948632677716, 58.14432291181424, 58.22696581095518, 58.35360332510122, 58.37043790339417, 58.56328650063544, 58.58633088171971, 58.58633088171971, 58.59666007170976, 58.71796503864604, 59.06008111145327, 59.06029805681534, 59.11699369754514, 59.398281532014316, 59.46475138330418, 59.465092286295544, 59.50902710857997, 59.50902710857997, 59.50902710857997, 59.50902710857997, 59.55091583744754, 59.55091583744754, 59.55091583744754, 59.575613071144275, 59.6328599035991, 59.66403429890136, 59.66403429890136]"
r2_log,"[0.1329324138630243, 0.1291534354468604, 0.1280417956607108, 0.12031764494589928, 0.11931126946009177, 0.11896805710108056, 0.11848046084093389, 0.11838599703387294, 0.1175919214307952, 0.11750792070019675, 0.11750792070019675, 0.11746963786310502, 0.1169448613901342, 0.11493703350520945, 0.11493703350520945, 0.11463548720502537, 0.11324461693996757, 0.11300468699572482, 0.11300468699572482, 0.11285426107895957, 0.11285426107895957, 0.11285426107895957, 0.11285426107895957, 0.11270224392947319, 0.11270224392947319, 0.11270224392947319, 0.1126124827168927, 0.11239447322285372, 0.11228317840553956, 0.11228317840553956]"
