Key,Value
max_f1,4.514041512100785
max_f2,4.637801576543738
max_f3,54.8055
max_f4,0.1848
min_f1,4.038643731011285
min_f2,4.193189152964839
min_f3,11.7197
min_f4,0.0405
hyp_log,"[66391.44595084437, 67885.66676924756, 68539.67235169177, 68562.03721250001, 68937.0316170153, 68972.73459714731, 69068.8988713397, 69087.29494437203, 69090.58428490553, 69090.99456780545, 69091.21110171745, 69092.76800008518, 69093.06859455517, 69659.71463294521, 69659.71463294521, 69956.5277415944, 70134.85553904125, 70135.04240271203, 70137.66815854183, 70137.66815854183, 70137.78710154645, 70394.94055570416, 70394.9460872471, 70395.85123468963, 70399.14332131721, 70399.14332131721, 70399.14332131721, 70399.1924674927, 70399.84175731757, 70411.99032747971, 70425.02822691551]"
hyp2_log,"[22.769598323268845, 23.190800504008223, 23.225637846290727, 23.230124172322654, 23.354679811691877, 23.367350163534063, 23.402038014228935, 23.402038014228935, 23.402038014228935, 23.402038014228935, 23.402038014228935, 23.402038014228935, 23.402038014228935, 23.580276431038417, 23.580276431038417, 23.686195030282665, 23.74823335073908, 23.74823335073908, 23.74823335073908, 23.74823335073908, 23.74823335073908, 23.84028546974545, 23.84028546974545, 23.84028546974545, 23.84028546974545, 23.84028546974545, 23.84028546974545, 23.84028546974545, 23.84028546974545, 23.841125936660585, 23.841125936660585]"
hyp2_acc_log,"[43.43119999999993, 47.733999999999966, 47.733999999999966, 50.2808, 50.2808, 50.38159999999999, 50.4264, 50.4264, 50.4264, 50.4264, 50.4264, 50.46, 50.46, 50.46, 50.46, 51.99200000000002, 51.99200000000002, 51.99200000000002, 51.99200000000002, 51.99200000000002, 51.99200000000002, 55.41359999999999, 55.41359999999999, 55.41359999999999, 55.435999999999986, 55.52879999999997, 55.52879999999997, 55.52879999999997, 55.52879999999997, 55.602399999999975, 55.78999999999997]"
r2_log,"[np.float64(0.26650232411737323), np.float64(0.2637382435592592), np.float64(0.2635202953430219), np.float64(0.2634694333290868), np.float64(0.2626553200725151), np.float64(0.26257313314934494), np.float64(0.2623474962226976), np.float64(0.2623474962226976), np.float64(0.2623474962226976), np.float64(0.2623474962226976), np.float64(0.2623474962226976), np.float64(0.2623474962226976), np.float64(0.2623474962226976), np.float64(0.2612112765239888), np.float64(0.2612112765239888), np.float64(0.2605287717688436), np.float64(0.26011567071762254), np.float64(0.26011567071762254), np.float64(0.26011567071762254), np.float64(0.26011567071762254), np.float64(0.26011567071762254), np.float64(0.2595105249584534), np.float64(0.2595105249584534), np.float64(0.2595105249584534), np.float64(0.2595105249584534), np.float64(0.2595105249584534), np.float64(0.2595105249584534), np.float64(0.2595105249584534), np.float64(0.2595105249584534), np.float64(0.2595105249584534), np.float64(0.2595105249584534)]"
total_time_search,23054.34361100197
