Key,Value
max_f1,2.18731599383884
max_f2,2.4926101719891585
max_f3,54.3606
max_f4,0.1683
min_f1,1.7802199655108981
min_f2,2.0904011638076216
min_f3,7.9939
min_f4,0.0173
hyp_log,"[136002.4124230452, 137265.46700362512, 138285.72046547977, 139141.47068711274, 139921.09824025095, 140703.1485713405, 141513.0196270968, 141763.53612278737, 142389.77454477304, 143031.91826590314, 143470.15271490384, 143824.53550130836, 144440.72642621238, 144648.82989120556, 145191.2469539857, 145327.0188992473, 145724.72839368795, 146480.53973978542, 146621.13432600236, 147329.66069894336, 147440.8363169458, 147473.04246840603, 147652.65166147228, 148119.17960212898, 148140.54280196456, 148415.8789653886, 148431.17583773332, 148733.36624138706, 148869.77390468458, 148960.07102897522, 149151.18492804602]"
hyp2_log,"[45.94372145471154, 46.374423354916885, 46.67451892087654, 46.96735086422117, 47.160201763054175, 47.42102994262538, 47.61287473023678, 47.69537776936676, 47.90718211853929, 48.12316934847729, 48.269384464876545, 48.38909844710666, 48.53704212111208, 48.60712470794218, 48.74659607510063, 48.79293138359119, 48.885623541821644, 49.08579828302618, 49.13257062269841, 49.27677073117118, 49.31404668843078, 49.32406975803749, 49.384719036360806, 49.5410231381961, 49.54724875024149, 49.64004028866642, 49.64473769852852, 49.74579171938427, 49.79185357710064, 49.821015295753064, 49.88500303661152]"
r2_log,"[np.float64(0.18198075301818853), np.float64(0.17930024848992138), np.float64(0.17760579730170317), np.float64(0.17588707492738337), np.float64(0.17469076121080118), np.float64(0.1731941228843434), np.float64(0.1720763590776519), np.float64(0.17151959743067874), np.float64(0.17034272799214673), np.float64(0.16911357461305526), np.float64(0.16829625903242224), np.float64(0.1676375229480267), np.float64(0.16679441098434644), np.float64(0.16637734133972487), np.float64(0.16564950235876136), np.float64(0.16533629457140273), np.float64(0.16477819478853978), np.float64(0.16381599399816055), np.float64(0.1635380913923915), np.float64(0.16272386510339373), np.float64(0.16250479588944117), np.float64(0.16243819826495146), np.float64(0.16203014933452192), np.float64(0.16120732975923047), np.float64(0.16116803993304968), np.float64(0.1606297669308075), np.float64(0.16059987856151542), np.float64(0.1600925688984956), np.float64(0.15978460501690175), np.float64(0.1596458878557772), np.float64(0.15930922868215108)]"
lr_log,[]
