Key,Value
max_f1,0
max_f2,0
max_f3,0
max_f4,0
min_f1,inf
min_f2,inf
min_f3,inf
min_f4,inf
hyp_log,"[135285.35049800907, 137068.38941969903, 138156.90363591746, 139431.39809620252, 140080.6211554176, 140941.14508669704, 141707.00205940317, 141981.7320654665, 142574.90849299735, 143453.5351948507, 144065.03202880724, 144221.2036520314, 144785.18882621362, 145101.29371056988, 145560.423137464, 145868.03651244869, 146111.0288790803, 146388.28868544404, 146585.34528683822, 147031.56202713985, 147177.96312199064, 147567.9235140985, 148026.69096553235, 148196.04211511204, 148510.19767725837, 148631.00369366838, 148907.2014887895, 149079.05589783425, 149297.0276932099, 149462.24237322825, 149697.0798981172]"
hyp2_log,"[45.706700015445136, 46.31629133025923, 46.68169874701806, 47.11151849889182, 47.330756982664184, 47.619269924112466, 47.84168134680445, 47.932347513130956, 48.127456590944306, 48.29178722822624, 48.49730141132946, 48.54897275905031, 48.702148916210284, 48.80883759204587, 48.91738863810878, 49.02096629013448, 49.1013178195644, 49.15877751678663, 49.217604516507855, 49.370064417713486, 49.41727477997965, 49.547489449272376, 49.65228473275323, 49.70913192720447, 49.81415922247727, 49.84857184819151, 49.942499302475674, 49.96932705826336, 50.00783768568707, 50.063179798381185, 50.14178050485464]"
r2_log,"[np.float64(0.18345437842706824), np.float64(0.17975641120801428), np.float64(0.1775525745580293), np.float64(0.17516911457593995), np.float64(0.17389295202318336), np.float64(0.17221136564511672), np.float64(0.1709608248393353), np.float64(0.17045390083238618), np.float64(0.16938611920800345), np.float64(0.16843875246504164), np.float64(0.16734591258396095), np.float64(0.16699933013527218), np.float64(0.16614238978025483), np.float64(0.16555433450922483), np.float64(0.1649013833948228), np.float64(0.16434492054515193), np.float64(0.16387813056073847), np.float64(0.1634917376611516), np.float64(0.16317707051060182), np.float64(0.16235481383879113), np.float64(0.1620388108051982), np.float64(0.161338684871755), np.float64(0.16077660223685147), np.float64(0.16042468712844518), np.float64(0.15989822711553142), np.float64(0.15969507034513147), np.float64(0.15914297100385646), np.float64(0.15896614306325743), np.float64(0.15874543943371025), np.float64(0.1584136919606512), np.float64(0.15803884963347942)]"
