Key,Value
max_f1,0
max_f2,0
max_f3,0
max_f4,0
min_f1,inf
min_f2,inf
min_f3,inf
min_f4,inf
hyp_log,"[142558.0827221025, 142704.79546617655, 143166.75804457068, 143711.2367755126, 144135.13228909805, 144635.5776874018, 144937.20351245996, 145108.75860739977, 146064.72580385295, 146413.23772406852, 146738.2772114434, 147394.9719558198, 147667.5452626964, 147785.22047997132, 148093.48811958593, 148600.71060387947, 148738.3031303287, 148879.60235845414, 149104.18746304204, 149348.92480339212, 149500.56271942132, 149689.64225127496, 149852.21217522485, 149991.92093216706, 150308.9425377985, 150458.42832580776, 150634.75519267854, 150754.24442943692, 150805.46093741347, 151012.47146359153, 151114.09396197594]"
hyp2_log,"[48.15497508195581, 48.20322398011194, 48.36124317766374, 48.54407690894499, 48.688700250964374, 48.78399993688735, 48.88590670117159, 48.94305117207841, 49.091572553728284, 49.2111506324491, 49.32054961355196, 49.41555575648117, 49.50726753629028, 49.54537719939339, 49.64988624707927, 49.75431938909021, 49.80009978520469, 49.84552452655989, 49.923275181294905, 50.003599403633835, 50.054154750804976, 50.115901385697555, 50.17168433568933, 50.21891744717599, 50.27651518265036, 50.32505211381451, 50.38452105826011, 50.42406745225981, 50.44008945851927, 50.50990128014439, 50.54432079613586]"
r2_log,"[np.float64(0.16923107946308683), np.float64(0.16891092547394254), np.float64(0.1680731647655349), np.float64(0.1669835287846801), np.float64(0.16618290632996408), np.float64(0.1656642808723235), np.float64(0.16506932079052233), np.float64(0.1647461741807592), np.float64(0.16397840983843787), np.float64(0.16324297797840095), np.float64(0.1626255128026747), np.float64(0.16209084710289798), np.float64(0.1615705939916281), np.float64(0.1613568799313206), np.float64(0.1607555717421027), np.float64(0.16016985247304638), np.float64(0.15991545494116507), np.float64(0.15969637352381488), np.float64(0.1592306833706298), np.float64(0.15878018418450465), np.float64(0.15848358896623843), np.float64(0.15817795793376982), np.float64(0.15780899479229019), np.float64(0.1575835123067031), np.float64(0.15725233311402645), np.float64(0.15701474032737628), np.float64(0.1566623072025814), np.float64(0.15647448297429445), np.float64(0.15636834808327), np.float64(0.15600447347818933), np.float64(0.15581581225317556)]"
