Key,Value
max_f1,2.219236144313106
max_f2,2.351847524996157
max_f3,53.9551
max_f4,0.1721
min_f1,1.721001108487447
min_f2,1.9123706729323775
min_f3,10.39
min_f4,0.0253
hyp_log,"[148203.96795137232, 148889.95186334537, 149114.1604917414, 149738.23603763172, 149825.8944369098, 150180.18830491244, 150945.4336557542, 150945.4336557542, 150945.43444183818, 150945.43444183818, 150945.43444183818, 150945.43444183818, 150945.56479131378, 151747.64876821375, 152565.96187775547, 152565.96187775547, 152567.21585614062, 152568.87943299775, 152571.4212108489, 153226.3174432729, 153226.32509222438, 153226.6808339077, 153226.6808339077, 153226.6808339077, 153226.6808339077, 153226.6808339077, 153304.4447171685, 153304.4447171685, 153304.4447171685, 153304.4447171685, 153304.45959646025]"
hyp2_log,"[50.50981978405427, 50.510247852862335, 50.589220679694215, 50.80545064064712, 50.80545064064712, 50.80545064064712, 51.076954508656506, 51.076954508656506, 51.076954508656506, 51.076954508656506, 51.076954508656506, 51.076954508656506, 51.076954508656506, 51.33368103315033, 51.33368103315033, 51.33368103315033, 51.33368103315033, 51.33368103315033, 51.33368103315033, 51.56177350100597, 51.56177350100597, 51.56177350100597, 51.56177350100597, 51.56177350100597, 51.56177350100597, 51.56177350100597, 51.588946295564924, 51.588946295564924, 51.588946295564924, 51.588946295564924, 51.588946295564924]"
hyp2_acc_log,"[868.2915999999998, 888.4043999999998, 890.2667999999999, 907.1347999999998, 907.1347999999998, 907.1347999999998, 912.7923999999998, 912.7923999999998, 912.7923999999998, 912.7923999999998, 912.7923999999998, 956.7152, 956.7152, 967.9175999999999, 967.9175999999999, 967.9175999999999, 967.9175999999999, 974.6376, 975.4436, 1047.6308000000004, 1047.6308000000004, 1047.6308000000004, 1047.6308000000004, 1047.6308000000004, 1047.6308000000004, 1047.6308000000004, 1047.6308000000004, 1047.6308000000004, 1047.6308000000004, 1047.6308000000004, 1047.6308000000004]"
r2_log,"[np.float64(0.11939730983858057), np.float64(0.11939730983858057), np.float64(0.11905130052151183), np.float64(0.11809371615931355), np.float64(0.11809371615931355), np.float64(0.11809371615931355), np.float64(0.11691662303526015), np.float64(0.11691662303526015), np.float64(0.11691662303526015), np.float64(0.11691662303526015), np.float64(0.11691662303526015), np.float64(0.11691662303526015), np.float64(0.11691662303526015), np.float64(0.11577856372101962), np.float64(0.11577856372101962), np.float64(0.11577856372101962), np.float64(0.11577856372101962), np.float64(0.11577856372101962), np.float64(0.11577856372101962), np.float64(0.11475312486801059), np.float64(0.11475312486801059), np.float64(0.11475312486801059), np.float64(0.11475312486801059), np.float64(0.11475312486801059), np.float64(0.11475312486801059), np.float64(0.11475312486801059), np.float64(0.1146378401740343), np.float64(0.1146378401740343), np.float64(0.1146378401740343), np.float64(0.1146378401740343), np.float64(0.1146378401740343)]"
total_time_search,18123.745499134064
