Key,Value
max_f1,0.06835044511617758
max_f2,0.031493300533829593
max_f3,113.5741
max_f4,0.3302
min_f1,0.026111869361156073
min_f2,0.02453547471608871
min_f3,48.6935
min_f4,0.1219
hyp_log,"[158514.3581957674, 158606.60373860435, 159145.4368693007, 160214.99012330972, 160216.48124532631, 160321.33229066868, 160323.97285694815, 160329.50214219806, 160329.84592415343, 160428.59259648214, 161716.57645254774, 161719.14300168713, 161719.39942710038, 161720.7498447993, 163023.2755960966, 163024.02368853052, 163074.42406453277, 163083.39861508922, 163103.02065880425, 163103.02791128366, 163104.38344925529, 163104.7196646943, 163244.1823270623, 163244.32218531496, 163431.63401587403, 163431.63401587403, 163431.67025475952, 164936.50786205914, 164938.6444314408, 164939.92466602527, 164939.96670332472]"
hyp2_log,"[35.680988704588586, 35.68137003822644, 35.68743217952172, 35.68743217952172, 35.6876696713741, 35.68800384968386, 35.68850511058202, 35.6885051509944, 35.6885051509944, 35.68850518464069, 35.688813412494845, 35.689162438711655, 35.68916250807482, 35.68916252201159, 35.690112067490766, 35.690112067490766, 35.690112067490766, 35.69211273974806, 35.69646743456312, 35.69646743456312, 35.696712211345826, 35.69671221427849, 35.69675063439267, 35.696750638415615, 35.696750638415615, 35.696750638415615, 35.696750638415615, 35.696750638415615, 35.696750638415615, 35.69675064476782, 35.6967565796468]"
r2_log,"[0.008972348098355131, 0.008936381445523124, 0.00873753631671069, 0.008387126749883109, 0.008385747027736826, 0.00835398069009633, 0.008350325446514583, 0.0083401733812274, 0.0083401733812274, 0.008307706717706365, 0.00789436660061797, 0.00789146952540078, 0.00789146952540078, 0.00789146952540078, 0.0074622930159476564, 0.0074570663627635, 0.007433174689826544, 0.00742262187213443, 0.007393345056717182, 0.007393345056717182, 0.0073920577981420165, 0.0073920577981420165, 0.007345842818478105, 0.007345842818478105, 0.007311128201721323, 0.007311128201721323, 0.007310005371361441, 0.006870762925427425, 0.006856810379578963, 0.006856269964725391, 0.006856235515896221]"
