Key,Value
max_f1,0.02779690113205176
max_f2,0.021557427360079227
max_f3,61.5081
max_f4,0.1956
min_f1,0.004984675892270528
min_f2,0.009441709504104577
min_f3,9.3005
min_f4,0.0209
hyp_log,"[178747.67573406227, 178756.32074038265, 178780.11778845958, 178780.5240554438, 178780.5240554438, 178788.87830404492, 178788.87830411363, 178788.92860334582, 178788.9296714076, 178788.95787871597, 178789.0238191675, 178789.137401128, 178789.137401128, 178789.137401128, 178789.15218129742, 178789.15218129742, 178789.15218129742, 178805.69550781493, 178805.69550781493, 178805.69550781493, 178805.70499256038, 178805.7079048841, 178805.92985576886, 178805.94480203037, 178805.94481518655, 178805.94481532188, 178805.9448153361, 178805.94481537398, 178805.9516238777, 178805.95162558914]"
hyp2_log,"[35.901903184218966, 35.903483023469384, 35.908360212313916, 35.90836188225482, 35.90836188225482, 35.91009796506273, 35.91009796506273, 35.91009796506273, 35.91009819773026, 35.91009819773026, 35.91009819773026, 35.91009819773026, 35.91009819773026, 35.91009819773026, 35.91009819773026, 35.91009819773026, 35.91009819773026, 35.913487339114255, 35.913487339114255, 35.913487339114255, 35.913487339114255, 35.91348734165221, 35.91348734165221, 35.91348734165221, 35.91348734165221, 35.91348734165221, 35.91348734165221, 35.91348734165221, 35.91348734165221, 35.91348734165221]"
hyp2_acc_log,"[1858.6744400014377, 1995.6801395052598, 2078.2822066588587, 2125.503738674186, 2125.503738674186, 2143.2101458487427, 2143.719695101907, 2143.719695101907, 2145.5638797717374, 2145.5638797717374, 2145.5638797717374, 2145.5638797717374, 2145.5638797717374, 2145.5638797717374, 2145.5638797717374, 2145.5638797717374, 2145.5638797717374, 2215.1168793145957, 2215.1168793145957, 2215.1168793145957, 2231.182375775599, 2241.621530345989, 2241.7673405654173, 2241.7673405654173, 2242.6639674761664, 2242.6639674761664, 2242.6639674761664, 2242.6639674761664, 2242.6639674761664, 2242.6639674761664]"
r2_log,"[np.float64(0.0016708788358447669), np.float64(0.0016637448189379667), np.float64(0.001624386940881933), np.float64(0.0016176706297636903), np.float64(0.0016176706297636903), np.float64(0.0016033217788874103), np.float64(0.0016033217788874103), np.float64(0.0016032308245669535), np.float64(0.0016032308245669535), np.float64(0.0016010893057474686), np.float64(0.0015984341877284237), np.float64(0.0015952489051907967), np.float64(0.0015952489051907967), np.float64(0.0015952489051907967), np.float64(0.001595030449722698), np.float64(0.001595030449722698), np.float64(0.001595030449722698), np.float64(0.001567904994183554), np.float64(0.001567904994183554), np.float64(0.001567904994183554), np.float64(0.0015673117461013505), np.float64(0.0015672864179119724), np.float64(0.0015647168489109086), np.float64(0.0015639372778570796), np.float64(0.0015639372778570796), np.float64(0.0015639372778570796), np.float64(0.0015639372778570796), np.float64(0.0015639372778570796), np.float64(0.0015634275484315157), np.float64(0.0015634275484315157)]"
total_time_search,132254.45302319527
