Key,Value
max_f1,0
max_f2,0
max_f3,0
max_f4,0
min_f1,inf
min_f2,inf
min_f3,inf
min_f4,inf
hyp_log,"[135081.6600207482, 137013.95590862882, 138468.72433874637, 139724.43272469335, 140458.2804081139, 141610.16818080167, 142192.76934994422, 143013.65916469143, 143308.60985599973, 143957.3474029321, 144267.24761191706, 144644.87711907076, 144973.9065340677, 145561.00033099978, 145939.10309409088, 146158.6760939285, 146925.81054151736, 147054.33862299068, 147231.3422845081, 147659.98367902098, 147828.95941285454, 147939.978184102, 148322.58608576382, 148833.98879854352, 148837.53876359784, 149230.38747562788, 149301.3334549548, 149796.8396006372, 149928.9524817098, 150214.0121552046, 150240.7669054714]"
hyp2_log,"[45.63256698199922, 46.295603335892835, 46.78079902108878, 47.19657610871598, 47.44121720585041, 47.834829890500245, 48.012822155933925, 48.181761611069604, 48.280901770402565, 48.498612531942236, 48.601110261441185, 48.73108932211754, 48.84212796500859, 49.040712351197925, 49.16721474703879, 49.228602871103845, 49.451669803424295, 49.492848854570354, 49.54015097227315, 49.684459001129596, 49.74124781913953, 49.77926381468961, 49.84751990593819, 50.02058784260886, 50.020936575426326, 50.15431355167371, 50.162151639301015, 50.200976985925074, 50.24326646531565, 50.33881455732611, 50.347526860936505]"
r2_log,"[np.float64(0.18396529699609104), np.float64(0.1797465661112032), np.float64(0.17687956488453224), np.float64(0.17458219504871658), np.float64(0.17312864703569839), np.float64(0.17091942619938574), np.float64(0.1698699407171058), np.float64(0.16900718956657695), np.float64(0.16833559602140002), np.float64(0.16710443521012341), np.float64(0.16660952231279585), np.float64(0.16584844912447563), np.float64(0.1652411702618603), np.float64(0.1641627880591272), np.float64(0.16343160618241667), np.float64(0.1630222351588146), np.float64(0.16185486928943088), np.float64(0.16165814974497456), np.float64(0.16136505033612172), np.float64(0.1605905397696697), np.float64(0.16029270179177038), np.float64(0.16009872933382693), np.float64(0.15966059933759438), np.float64(0.1587282670266484), np.float64(0.1587282670266484), np.float64(0.15798715362949253), np.float64(0.15793646878140427), np.float64(0.1577263388982872), np.float64(0.157482040786111), np.float64(0.156944333707892), np.float64(0.15690449386017338)]"
