Key,Value
max_f1,0
max_f2,0
max_f3,0
max_f4,0
min_f1,inf
min_f2,inf
min_f3,inf
min_f4,inf
hyp_log,"[83022.01451757274, 84678.06952775162, 85903.03647611385, 86521.17759242894, 86909.24025265037, 87469.7702614728, 88162.96189422933, 88915.37520466835, 89196.13908424643, 89554.83745814399, 90048.891075092, 90637.9032544851, 91354.90193808125, 91743.43497598503, 91956.3014516429, 92071.69700962731, 92321.39608104865, 92543.23891708867, 92643.83033699251, 94295.17960847405, 94883.49138152812, 97585.63358929667, 97937.01053896692, 97938.40296902177, 98176.60220272414, 98188.11411244656, 98238.8795033925, 98652.50698044468, 98655.4268652113, 98786.59539822763]"
hyp2_log,"[28.448928991766692, 28.848473106771745, 29.11653057417694, 29.318543638488595, 29.44125928758134, 29.633256380966767, 29.848546065893142, 30.041168527454566, 30.129246477710844, 30.227002467584875, 30.363366933385606, 30.564688890717473, 30.796710754455372, 30.92800694733756, 30.98570383883282, 31.02473565223924, 31.106169627472255, 31.150876109834922, 31.179817962257793, 31.737253493643472, 31.935153590858295, 32.85621950353004, 32.976825526620836, 32.976825526620836, 33.05132280453712, 33.05132280453712, 33.05897462093744, 33.19912029761755, 33.19950695160767, 33.24293629279941]"
r2_log,"[0.30491356044976003, 0.3021785682544186, 0.3004060374754076, 0.29918358758823443, 0.29850780872916877, 0.29711869140657887, 0.2957224334530947, 0.2945858617019184, 0.2939900645887007, 0.29339568642368247, 0.2924768009204769, 0.2912009110263386, 0.2897345697999432, 0.28884607470451973, 0.28850382054839985, 0.2882615517886099, 0.2877606784975456, 0.2874314058872857, 0.28728331804923996, 0.2830973049687873, 0.28193214163948344, 0.2752218271868547, 0.27440297755886583, 0.27440297755886583, 0.2739597875424725, 0.2739597875424725, 0.2739091936323494, 0.27303076621009603, 0.27303076621009603, 0.2727364977344155]"
