Key,Value
hyp_log,"[67706.27355453283, 68136.4178636618, 68670.74797943943, 69683.61570165858, 70008.22753399816, 70016.73064612121, 70574.03552076193, 70591.23781534766, 70623.77580035757, 70837.79875962045, 70952.74918307508, 71775.82815317487, 71838.63620154213, 72123.31892333973, 72131.7791237275, 72418.33419599265, 72503.8563953284, 72596.99520146534, 72600.84978933603, 72601.91846851577, 72602.54618199657, 72603.35406132833, 72605.83448519156, 72606.79521976957, 72610.35602671922, 72618.35405411375, 72618.43349983779, 73009.66441334665, 73072.38633827699, 73682.46628746558, 73683.4612619372]"
hyp2_log,"[23.14253621005713, 23.235345274719617, 23.41458676567623, 23.611495209221033, 23.722085029614984, 23.72279255689113, 23.879328179877746, 23.879328179877746, 23.880849465200487, 23.90490706571185, 23.907255666262504, 24.17672846256821, 24.17672846256821, 24.273760372598403, 24.273760372598403, 24.366837531412298, 24.366837531412298, 24.366837531412298, 24.367093864693878, 24.367093864693878, 24.367093864693878, 24.367093864693878, 24.367093864693878, 24.367093864693878, 24.367093864693878, 24.36718760345288, 24.36718760345288, 24.498316093740993, 24.498316093740993, 24.70390489548301, 24.70390489548301]"
r2_log,"[np.float64(0.34057928294520845), np.float64(0.3397074863194639), np.float64(0.338462925141066), np.float64(0.33669560875719945), np.float64(0.3358339125177368), np.float64(0.3358187514729667), np.float64(0.33469792710815227), np.float64(0.33469792710815227), np.float64(0.3346895333099269), np.float64(0.33453240786124955), np.float64(0.33450920731587075), np.float64(0.33213173326858525), np.float64(0.33213173326858525), np.float64(0.3314435434017596), np.float64(0.3314435434017596), np.float64(0.33056719969134146), np.float64(0.33056719969134146), np.float64(0.33056719969134146), np.float64(0.33056719969134146), np.float64(0.33056719969134146), np.float64(0.33056719969134146), np.float64(0.33056719969134146), np.float64(0.33056719969134146), np.float64(0.33056719969134146), np.float64(0.33056719969134146), np.float64(0.33056719969134146), np.float64(0.33056719969134146), np.float64(0.3296791695966411), np.float64(0.3296791695966411), np.float64(0.3277331823522235), np.float64(0.3277331823522235)]"
