Key,Value
max_f1,2.171234651848122
max_f2,2.4371587567859225
max_f3,61.418
max_f4,0.1888
min_f1,1.798783059473391
min_f2,2.091802371872796
min_f3,7.9939
min_f4,0.0173
hyp_log,"[135471.5105246636, 137562.90346216864, 138469.15421935325, 139386.60263926163, 140030.13337875475, 140711.25723375787, 141162.38299158067, 142020.59581275165, 142310.3301916411, 142875.46599785355, 143278.01436820798, 143622.4753207583, 144107.06513774866, 144353.73590238512, 144534.4579590844, 144707.76406687073, 145081.65545607172, 145432.18000752293, 145644.14790581845, 145929.77812655017, 146369.8378514768, 146496.14597899074, 146717.81526400533, 146859.66451048027, 147121.27611561125, 147227.38443470275, 147531.4754956981, 148130.5618359529, 148315.5168164096, 148484.01251038592, 148740.49558131828]"
hyp2_log,"[45.7664433186379, 46.38299657159551, 46.68471321865565, 46.98950045143861, 47.20502322095788, 47.37695687022878, 47.52762197770803, 47.68119375867229, 47.77812346278566, 47.96924261323284, 48.10465802646417, 48.21929928656909, 48.380875880936394, 48.46362172387976, 48.52438973349536, 48.58253040999551, 48.70826515223781, 48.825754030479516, 48.897073469914886, 48.99298317958342, 49.09322887519287, 49.13575105770448, 49.210000936418716, 49.25741033957387, 49.345245837819505, 49.38091055487473, 49.469633301241444, 49.542751083287676, 49.60511384933227, 49.66148913117136, 49.74710163827672]"
r2_log,"[np.float64(0.18291212676330643), np.float64(0.1791427096356935), np.float64(0.1772586241112301), np.float64(0.17553502446121266), np.float64(0.17437450450041364), np.float64(0.1733382793202556), np.float64(0.17244634107161394), np.float64(0.1716078531659271), np.float64(0.17098680765344804), np.float64(0.16991943687179853), np.float64(0.16914974027093455), np.float64(0.1685072511476275), np.float64(0.1676175408922031), np.float64(0.16712666006826218), np.float64(0.16678742009427355), np.float64(0.16641984831964646), np.float64(0.16575244641108405), np.float64(0.1651124277975898), np.float64(0.16469293744236982), np.float64(0.16417075913143422), np.float64(0.16366785039627096), np.float64(0.163381825516862), np.float64(0.1629558768637371), np.float64(0.1627075213362618), np.float64(0.1622305194015355), np.float64(0.16200897626331803), np.float64(0.16150333257792698), np.float64(0.16112227005184623), np.float64(0.1607776511085642), np.float64(0.16044562600527842), np.float64(0.15998754398165646)]"
lr_log,[]
