Key,Value
max_f1,0
max_f2,0
max_f3,0
max_f4,0
min_f1,inf
min_f2,inf
min_f3,inf
min_f4,inf
hyp_log,"[63571.452754865284, 63870.76144989622, 64076.582344996685, 64308.252472906985, 64719.893648163656, 65042.88275658808, 65371.47677192872, 65691.81065184488, 66026.75447018491, 66304.80191134862, 66709.62224140723, 66756.68647953641, 67083.67161896122, 67368.28748179915, 67820.37720512226, 67977.84985437286, 68051.22548208584, 68230.14948067634, 68401.73923409761, 68708.28786918882, 68760.57234300344, 69079.78824488538, 69267.22813291606, 69503.34926441948, 69569.76723870313, 69756.66338592002, 69831.83189067524, 69984.52944565305, 70173.83702275, 70385.87067779129, 70565.25578733272]"
hyp2_log,"[21.55045774748764, 21.655220169199367, 21.723254237960557, 21.79506492149855, 21.914486762443648, 22.01989279362795, 22.12747646999358, 22.236515278972856, 22.343762599188413, 22.439435649940954, 22.52751833272135, 22.54252027740739, 22.61787816005402, 22.714377288680808, 22.867503070075383, 22.9088216312704, 22.933720347341325, 22.99325636370393, 23.048812328639578, 23.110003180982954, 23.127773697836727, 23.235103975914335, 23.29920736545206, 23.379347538754647, 23.39921956006412, 23.4636208407331, 23.487016269811534, 23.525734084096086, 23.58324114587437, 23.654051665882886, 23.700692063284823]"
r2_log,"[np.float64(0.35495775966107296), np.float64(0.35407414727747544), np.float64(0.35347813673179873), np.float64(0.3528818677045283), np.float64(0.35185840228110177), np.float64(0.35101267188840946), np.float64(0.3500794763006874), np.float64(0.3491769140413842), np.float64(0.3482874461235674), np.float64(0.3476022811668897), np.float64(0.346839152772051), np.float64(0.3467325036971335), np.float64(0.3460745948155317), np.float64(0.3452719606946586), np.float64(0.3440287269758392), np.float64(0.3437397032178021), np.float64(0.343565456073975), np.float64(0.3429834823187073), np.float64(0.3425904610398794), np.float64(0.34214324249206357), np.float64(0.34197203078794247), np.float64(0.34111476157830456), np.float64(0.3406162398664121), np.float64(0.3399940875324839), np.float64(0.3398555951113458), np.float64(0.3393306187483525), np.float64(0.3391664891168851), np.float64(0.3388554533710785), np.float64(0.3384504794696713), np.float64(0.33783245502611847), np.float64(0.3375044549332781)]"
