Key,Value
max_f1,0.03344253658866271
max_f2,0.025515284885962806
max_f3,243.646
max_f4,0.697
min_f1,0.004092483590237605
min_f2,0.009804350467255482
min_f3,45.1292
min_f4,0.0868
hyp_log,"[153575.91816911523, 153587.32276703708, 154701.89872055777, 160080.7554046169, 160422.99279107305, 161355.4559702344, 163083.1633292647, 165844.22497156574, 167074.82889856925, 167691.00220070212, 167700.40529405838, 167700.50796856548, 167705.9490240078, 167706.44491847965, 167706.49509244534]"
hyp2_log,"[35.905490417818825, 35.90737212717013, 35.9090353641558, 35.9090353641558, 35.90938290289962, 35.91025477521193, 35.91050860422989, 35.91352782304624, 35.91352782948805, 35.91352783458268, 35.915435759166016, 35.9154358126369, 35.91665804733672, 35.91665849849337, 35.91665864094755]"
r2_log,"[0.013563675514190956, 0.013553909951648544, 0.01302237397884963, 0.01046580271536663, 0.010308602089715674, 0.009863282608124841, 0.009054792509035204, 0.007749145159177078, 0.007179564514423123, 0.006894767920770329, 0.006890048852336204, 0.006890048852336204, 0.006885164244852042, 0.006885164244852042, 0.006885164244852042]"
total_time_search,109785.76154184341
