Key,Value
max_f1,0.028674073058825272
max_f2,0.01819553770698034
max_f3,44.3663
max_f4,0.1344
min_f1,0.006230428953392384
min_f2,0.010114928105702766
min_f3,13.122
min_f4,0.0355
hyp_log,"[176636.31281854052, 176778.7136835176, 176778.7281201627, 176925.30186699342, 176925.3076076615, 177067.61124206413, 177067.70317172835, 177067.70317172835, 177067.77793208472, 177354.26655147332, 177354.3220461939, 177354.37986603368, 177354.63865804975, 177354.63865804975, 177354.85937093134, 177354.85937093134, 177354.85937093134, 177354.85937093134, 177377.92777700644, 177377.92777700644, 177378.03866064348, 177378.03966088773, 177378.04341508177, 177378.04341508177, 177434.36009233093, 177434.36035097632, 177434.36959394926, 177434.36959394926, 177434.37663263266, 177434.3856158126]"
hyp2_log,"[35.91389284256819, 35.91389284256819, 35.91389284256819, 35.91389284256819, 35.91389284256819, 35.91389284256819, 35.91389284256819, 35.91389284256819, 35.91389284256819, 35.91389284256819, 35.91389284256819, 35.91389284256819, 35.91389284256819, 35.91389284256819, 35.91389284256819, 35.91389284256819, 35.91389284256819, 35.91389284256819, 35.91389284256819, 35.91389284256819, 35.91389284256819, 35.91389284256819, 35.91389284256819, 35.91389284256819, 35.91389284256819, 35.91389284256819, 35.91389284256819, 35.91389284256819, 35.91389284256819, 35.91389284256819]"
r2_log,"[0.0027165315153545332, 0.0026560056896308025, 0.0026560056896308025, 0.0025994068542772456, 0.002598922766145058, 0.0025426141591777226, 0.002538458449030495, 0.002538458449030495, 0.002538304949185764, 0.0024210560537535402, 0.0024205463243279764, 0.0024176591689801376, 0.0024163095041916547, 0.0024163095041916547, 0.0024097771382862536, 0.0024097771382862536, 0.0024097771382862536, 0.0024097771382862536, 0.00239899054388294, 0.00239899054388294, 0.0023964459332722694, 0.0023964459332722694, 0.0023964459332722694, 0.0023964459332722694, 0.002371095614952087, 0.002371095614952087, 0.002371095614952087, 0.002371095614952087, 0.002371095614952087, 0.002371095614952087]"
lr_log,[]
hyp2_acc_log,"[2394.7804949457595, 2394.7804949457595, 2394.7804949457595, 2394.7804949457595, 2394.7804949457595, 2394.7804949457595, 2394.7804949457595, 2394.7804949457595, 2394.7804949457595, 2394.7804949457595, 2394.7804949457595, 2394.7804949457595, 2394.7804949457595, 2394.7804949457595, 2394.7804949457595, 2394.7804949457595, 2394.7804949457595, 2394.7804949457595, 2394.7804949457595, 2394.7804949457595, 2394.7804949457595, 2394.7804949457595, 2394.7804949457595, 2394.7804949457595, 2394.7804949457595, 2394.7804949457595, 2394.7804949457595, 2394.7804949457595, 2394.7804949457595, 2394.7804949457595]"
hyp_acc_log,[]
