Key,Value
max_f1,4.006196145792954
max_f2,4.747206411288895
max_f3,40.1229
max_f4,0.1257
min_f1,0.8103124531170794
min_f2,1.1170185754317363
min_f3,7.9939
min_f4,0.0173
hyp_log,"[172115.62073750407, 175350.13560788234, 176743.97390435002, 179214.57322645318, 179255.77169282152, 180131.68965315368, 180170.77108364846, 180581.940357036, 183966.3610452527, 183997.31298844673, 187687.93474070635, 188466.0619268231, 188495.75037479473, 188525.8551191873, 188599.70708632094, 189258.20552795974, 189260.5612118601, 189692.50718266485, 189988.7398778684, 190032.97602416438, 190059.7119187848, 190069.32660465396, 190704.64576889187, 191414.66785692965, 191418.59107844232, 191424.69223279398, 191426.88357690282, 191426.89878655094, 192565.12853397577, 192576.90661975028]"
hyp2_log,"[58.69507239745767, 59.75695617985649, 59.943322662527954, 60.755973090486584, 60.756533805848925, 60.988464240974835, 60.988464240974835, 61.113770447099014, 62.119453662631585, 62.119453662631585, 63.309654999591366, 63.35584470137108, 63.35584470137108, 63.36539300397016, 63.38976694875696, 63.56263266990667, 63.56263266990667, 63.591755332426104, 63.610135416139556, 63.610135416139556, 63.61217286203112, 63.61217286203112, 63.82191786219392, 64.06605693266, 64.06605693266, 64.06771622464387, 64.06771622464387, 64.06771622464387, 64.46449570280622, 64.46705807837957]"
r2_log,"[np.float64(0.06829059620181545), np.float64(0.06489603794320455), np.float64(0.06422769693503036), np.float64(0.06139277373911921), np.float64(0.06139277373911921), np.float64(0.06058024114484349), np.float64(0.06058024114484349), np.float64(0.060196556005514976), np.float64(0.05693792726700475), np.float64(0.05693792726700475), np.float64(0.05337436370399157), np.float64(0.05316118380777531), np.float64(0.05316118380777531), np.float64(0.053099020495150515), np.float64(0.05295416003323653), np.float64(0.052463539663211545), np.float64(0.052463539663211545), np.float64(0.05227869185764912), np.float64(0.05217630011873854), np.float64(0.05217630011873854), np.float64(0.052157234108144226), np.float64(0.052157234108144226), np.float64(0.05157631745356774), np.float64(0.05078638739566329), np.float64(0.05078638739566329), np.float64(0.0507733047295537), np.float64(0.0507733047295537), np.float64(0.0507733047295537), np.float64(0.04966427188709145), np.float64(0.04963154028407603)]"
hyp_acc_log,[]
hyp2_acc_log,"[2656.7486719999993, 2855.310848, 2895.4465440000004, 3140.965152, 3147.703808, 3233.954992, 3248.203408, 3288.862032, 3618.762672, 3618.762672, 3826.967136, 3850.335616, 3850.6012159999996, 3861.06304, 3913.4062559999998, 3952.742944, 3954.6225439999994, 4091.0635679999996, 4104.249056, 4104.249056, 4107.551087999999, 4107.551087999999, 4164.547712, 4172.454352, 4172.454352, 4193.495056, 4193.495056, 4193.495056, 4283.594671999999, 4283.594671999999]"
total_time_search,130460.48210573196
