Key,Value
max_f1,4.607076892146358
max_f2,4.607076892146358
max_f3,46.9166
max_f4,0.1637
min_f1,4.00873570088987
min_f2,4.177222746389884
min_f3,9.5939
min_f4,0.0364
hyp_log,"[68388.52881120429, 68727.3067318135, 68727.34601624201, 68847.19862614821, 69066.69261710362, 69066.98552025633, 69067.49760237253, 69067.49760237253, 69067.53748974325, 69067.54120322011, 69072.87903463736, 69076.80326347091, 70039.93291287456, 70040.90385522482, 70040.90385522482, 70043.97488084994, 70057.52145860868, 70057.52179795166, 70193.74138058089, 70193.74145249825, 70193.74145249825, 70193.79743613827, 70924.23298291287, 70924.23452005496, 70930.31527252971, 70933.4648355018, 71316.43702672231, 71316.65833537058, 71337.81691856256, 71338.60893355065, 71341.14569590164]"
hyp2_log,"[23.36946616289489, 23.374258171763447, 23.374258171763447, 23.416672182015084, 23.416672182015084, 23.416672182015084, 23.416672182015084, 23.416672182015084, 23.416672182015084, 23.416672182015084, 23.416672182015084, 23.416672182015084, 23.753622018315113, 23.753927820350892, 23.753927820350892, 23.753927820350892, 23.758205801559935, 23.758205801559935, 23.80255753847779, 23.80255753847779, 23.80255753847779, 23.80255753847779, 24.060182828892685, 24.060182828892685, 24.060182828892685, 24.060182828892685, 24.060182828892685, 24.060182828892685, 24.063860727282083, 24.063860727282083, 24.06461266608521]"
hyp2_acc_log,"[42.816799999999965, 49.116800000000005, 49.116800000000005, 51.57479999999998, 51.77879999999998, 51.77879999999998, 51.77879999999998, 51.79479999999999, 51.79479999999999, 51.878400000000035, 51.99840000000003, 53.7228, 56.60920000000008, 56.60920000000008, 56.68520000000007, 56.68520000000007, 57.05440000000006, 57.05440000000006, 57.14680000000004, 57.14680000000004, 57.19480000000004, 57.19480000000004, 65.16800000000006, 65.16800000000006, 65.16800000000006, 65.16800000000006, 65.16800000000006, 65.16800000000006, 65.16800000000006, 65.16800000000006, 65.16800000000006]"
r2_log,"[np.float64(0.2625719052836855), np.float64(0.2625719052836855), np.float64(0.2625719052836855), np.float64(0.2622819899301957), np.float64(0.2622819899301957), np.float64(0.2622819899301957), np.float64(0.2622819899301957), np.float64(0.2622819899301957), np.float64(0.2622819899301957), np.float64(0.2622819899301957), np.float64(0.2622819899301957), np.float64(0.2622819899301957), np.float64(0.26005943122819575), np.float64(0.2600572879540001), np.float64(0.2600572879540001), np.float64(0.2600572879540001), np.float64(0.2600128158897582), np.float64(0.2600128158897582), np.float64(0.25971743732983693), np.float64(0.25971743732983693), np.float64(0.25971743732983693), np.float64(0.25971743732983693), np.float64(0.25805093240753496), np.float64(0.25805093240753496), np.float64(0.25805093240753496), np.float64(0.25805093240753496), np.float64(0.25805093240753496), np.float64(0.25805093240753496), np.float64(0.25805093240753496), np.float64(0.25805093240753496), np.float64(0.25805093240753496)]"
total_time_search,23078.18923687935
