Key,Value
max_f1,0
max_f2,0
max_f3,0
max_f4,0
min_f1,inf
min_f2,inf
min_f3,inf
min_f4,inf
hyp_log,"[175676.79571573174, 176361.9914513271, 176386.85357156824, 176837.03622618286, 176845.85446511372, 176852.00960908926, 176933.49672175676, 176943.0456969737, 176949.61509830743, 177151.0741342519, 177156.16686973118, 177162.55882062612, 177166.83045348516, 177166.9879962189, 177247.24190226328, 177259.5107354064, 177410.82434600874, 177410.89810613994, 177413.8429348445, 177416.95094165907, 177682.6989613372, 178007.67242778424, 178008.39861141014, 178011.4152359286, 178011.4158370937, 178014.83722770808, 178014.85386411357, 178018.4179739566, 178018.42559231308, 178032.0823431658]"
hyp2_log,"[35.776048390844316, 35.778591354602945, 35.783668945010774, 35.78585448422088, 35.7876635610551, 35.7888652587928, 35.789589936236716, 35.79151671474853, 35.79281724616705, 35.7966268535423, 35.797675236192205, 35.7989894071495, 35.79982640350397, 35.79982727165221, 35.80006709852193, 35.80250986570042, 35.80250987736567, 35.80250991584956, 35.803052313909305, 35.803674417955364, 35.80668524554728, 35.806696469981624, 35.80681727346526, 35.80741460910616, 35.80741469940943, 35.808089538907204, 35.808089545179115, 35.80880902952377, 35.80880905296481, 35.811513927954145]"
r2_log,"[0.003201078634827343, 0.0030155526527002093, 0.0029820522975193033, 0.002853847173068136, 0.0028439566292127343, 0.0028386551734614933, 0.002813070687490204, 0.0028033382815783447, 0.0027973956123928255, 0.002706355810863261, 0.0027018078129868862, 0.002695744162801812, 0.002692030146960278, 0.0026911557531950313, 0.002665602845256733, 0.002654060149688308, 0.0026152848022580684, 0.0026143716950733187, 0.0026106004626410043, 0.002607477592753287, 0.002514512601188888, 0.002464397220279603, 0.0024633292708857975, 0.0024600201364932696, 0.0024600201364932696, 0.0024538868772839605, 0.0024519907879533035, 0.002448809815615843, 0.002448809815615843, 0.0024074679799187563]"
