Key,Value
max_f1,0.043638132283320794
max_f2,0.024919981031845777
max_f3,201.9707
max_f4,0.6905
min_f1,0.003666513331998617
min_f2,0.009389151508609453
min_f3,27.8252
min_f4,0.057
hyp_log,"[171345.28179048645, 171346.27052693232, 171383.27650841605, 171509.29358330366, 173007.16253307502, 173007.56843053733, 173016.15491921065, 173016.48924636026, 173016.35296680316, 173016.87769520978, 173016.8833840132, 173027.91060558512, 173028.00299225756, 173028.04895856706, 173028.05032748563, 173028.06904639187, 173028.09338831104, 173028.199505337, 173028.20820137233, 173028.26623393383, 173031.3663294056, 173031.47003880213, 173031.48497777048, 173031.48731926695, 173031.51173747308, 173031.51774606595, 173031.44642805104, 173031.51546750634, 173031.52587656386, 173031.58051549894]"
hyp2_log,"[35.909327319272364, 35.91253171183451, 35.91679715937815, 35.91679715937815, 35.91724396321182, 35.91724396321182, 35.918937120812956, 35.918937120812956, 35.918937120812956, 35.918937120812956, 35.918937120812956, 35.921050383820024, 35.92105038633895, 35.92105038633895, 35.92105039809657, 35.92105039809657, 35.92105039809657, 35.92105071433122, 35.92105071433122, 35.92105071433122, 35.921700153895955, 35.921700153895955, 35.921700153895955, 35.921700153895955, 35.921700153895955, 35.921700153895955, 35.921700153895955, 35.921700153895955, 35.921700153895955, 35.921700165045074]"
r2_log,"[0.003903427053587285, 0.003903427053587285, 0.003850799862315895, 0.003810465444194989, 0.0033352008758022085, 0.0033352008758022085, 0.0033268817666504426, 0.0033268817666504426, 0.0033247149272630843, 0.003325668655792012, 0.003325668655792012, 0.0033107830040325407, 0.003309201975740595, 0.0033085142030837775, 0.0033085142030837775, 0.0033085142030837775, 0.0033085142030837775, 0.0033085142030837775, 0.0033085142030837775, 0.0033085142030837775, 0.00330604544630853, 0.003304313634451928, 0.003303576229748747, 0.003303576229748747, 0.003303576229748747, 0.003303576229748747, 0.0033067332189653477, 0.003303576229748747, 0.003303576229748747, 0.003303576229748747]"
hyp_acc_log,"[10745541.217573212, 10824602.412474776, 11784728.49072166, 11873056.586990086, 12077060.073237501, 12091710.769031378, 12400484.568378005, 12410473.687763127, 12422619.184269462, 12425116.049405707, 12416834.038194494, 13527104.657446519, 13528179.847881425, 13528990.970984682, 13530771.555421581, 13531295.398471132, 13533630.144665219, 13577687.792200722, 13578117.975485073, 13580164.05721332, 13762674.007105805, 13764101.046597824, 13764438.399464471, 13765235.471950639, 13775395.708224462, 13775515.630802022, 13776323.967507478, 13775885.648417955, 13776272.926952206, 13777980.051948484]"
hyp2_acc_log,"[2327.393155972634, 2327.393155972634, 2511.541447084566, 2511.541447084566, 2531.256115554117, 2531.256115554117, 2589.481551893285, 2590.604149331237, 2590.604149331237, 2590.604149331237, 2590.604149331237, 2816.2664108727804, 2816.404612765039, 2816.404612765039, 2816.7676294892335, 2816.7676294892335, 2816.7676294892335, 2824.7994868713013, 2824.7994868713013, 2824.7994868713013, 2863.12945263704, 2863.12945263704, 2863.12945263704, 2863.12945263704, 2865.020940556172, 2865.020940556172, 2865.020940556172, 2865.020940556172, 2865.020940556172, 2865.020940556172]"
total_time_search,218088.39734697342
