Key,Value
max_f1,0.024061194539834293
max_f2,0.024016214802097053
max_f3,108.4623
max_f4,0.3071
min_f1,0.023981084168339387
min_f2,0.023985341687997184
min_f3,54.0183
min_f4,0.136
hyp_log,"[158660.93731826002, 158749.5678520659, 160308.08057778998, 160308.08135001655, 160938.0972252946, 160944.60877224753, 161437.2818428499, 161437.32563784663, 161437.35695350502, 161437.35816240206, 161437.3783918833, 161665.1574450967, 162187.23784203813, 162215.9673315798, 163178.04872218482, 163178.05999016933, 163178.06028632447, 163178.06042364912, 163178.06217875137, 163178.06218095002, 163178.0621918099, 163178.0621926788, 163178.0622067142, 163178.06228795147, 163178.063255251, 163178.06336918415, 163178.0634165397, 163178.06488287493, 163178.06496108943, 163311.28294895357, 163311.2830001846]"
hyp2_log,"[35.71269344498037, 35.71269769459034, 35.712710963931414, 35.712710963931414, 35.71271250899805, 35.712726181518576, 35.712736828065, 35.71274453013083, 35.71275126729273, 35.712751267293285, 35.71275559858009, 35.712759810572116, 35.71276388076971, 35.71277339988914, 35.71277421606362, 35.712776635816326, 35.712776635816326, 35.712776639355745, 35.71277663935613, 35.71277663935613, 35.71277663935613, 35.71277663935613, 35.71277663935613, 35.71277663935613, 35.71277663935613, 35.71277663935613, 35.71277663935626, 35.71277663935626, 35.71277663935626, 35.71277663935641, 35.71277663935641]"
r2_log,"[0.008798764344596597, 0.008769152669580315, 0.008251645961416297, 0.008251645961416297, 0.008042557048524735, 0.00804035902525303, 0.00787702540682145, 0.007876984859094677, 0.007876949430336875, 0.007876949430336875, 0.007876924261601815, 0.007801896769648887, 0.007629558033016262, 0.007619890752330366, 0.0073021930096447306, 0.007302178948695048, 0.007302178948695048, 0.007302178928129376, 0.007302178928129376, 0.007302178928129376, 0.007302178928129376, 0.007302178928129376, 0.007302178928129376, 0.007302178928129376, 0.007302178928129376, 0.007302178928129376, 0.007302178928129376, 0.007302178928129376, 0.007302178928129376, 0.007258089578382257, 0.007258089578382257]"
