Key,Value
max_f1,2.2798439308449074
max_f2,2.7357190008516663
max_f3,49.1464
max_f4,0.1649
min_f1,1.7125307321548462
min_f2,1.9279774648171883
min_f3,9.5421
min_f4,0.0238
hyp_log,"[149838.48143703706, 149867.928865066, 150429.07789664445, 150980.12333767433, 150986.7528408127, 151001.2739681771, 151001.74655228056, 151003.48646535916, 151289.66000009608, 151365.68075394083, 151369.1371322254, 151369.6543948625, 151372.6528739174, 151460.80089089344, 151461.3845990489, 151461.56369956367, 151461.83431431206, 151461.83431431206, 151830.14677049668, 152044.45718634216, 152044.45718634216, 153050.2573464583, 153055.05052298552, 153055.05384677474, 153069.0116054525, 153069.5924404309, 153069.66742982413, 153070.41316210464, 153329.64367141642, 153329.64367141642, 153329.64367141642]"
hyp2_log,"[51.08879872811821, 51.08879872811821, 51.08879872811821, 51.08879872811821, 51.08879872811821, 51.08879872811821, 51.08879872811821, 51.08879872811821, 51.18861601064379, 51.21338368528952, 51.21338368528952, 51.213405591866994, 51.213405591866994, 51.2442627787173, 51.2442627787173, 51.2442627787173, 51.2442627787173, 51.2442627787173, 51.37274040378134, 51.44095048062416, 51.44095048062416, 51.44095048062416, 51.44104890549361, 51.44104890549361, 51.44104890549361, 51.44104890549361, 51.44104890549361, 51.44104890549361, 51.533405486742936, 51.533405486742936, 51.533405486742936]"
hyp2_acc_log,"[958.1184000000003, 958.1184000000003, 969.4956000000002, 969.4956000000002, 974.0364000000003, 974.0364000000003, 974.0364000000003, 974.0364000000003, 976.1476000000004, 976.1476000000004, 976.1476000000004, 976.6140000000003, 976.6140000000003, 978.6132000000002, 978.6132000000002, 994.5324000000002, 994.5324000000002, 994.5324000000002, 994.5324000000002, 1004.2675999999999, 1004.2675999999999, 1004.2675999999999, 1007.8360000000001, 1007.8360000000001, 1008.8984000000002, 1008.8984000000002, 1008.8984000000002, 1008.8984000000002, 1008.8984000000002, 1008.8984000000002, 1008.8984000000002]"
r2_log,"[np.float64(0.11684462197891454), np.float64(0.11684462197891454), np.float64(0.11684462197891454), np.float64(0.11684462197891454), np.float64(0.11684462197891454), np.float64(0.11684462197891454), np.float64(0.11684462197891454), np.float64(0.11684462197891454), np.float64(0.11640763195146071), np.float64(0.11629684525816233), np.float64(0.11629684525816233), np.float64(0.11629684525816233), np.float64(0.11629684525816233), np.float64(0.11616647170064254), np.float64(0.11616647170064254), np.float64(0.11616647170064254), np.float64(0.11616647170064254), np.float64(0.11616647170064254), np.float64(0.11558710529275792), np.float64(0.11529915228123506), np.float64(0.11529915228123506), np.float64(0.11529915228123506), np.float64(0.11529915228123506), np.float64(0.11529915228123506), np.float64(0.11529915228123506), np.float64(0.11529915228123506), np.float64(0.11529915228123506), np.float64(0.11529915228123506), np.float64(0.11490910383576117), np.float64(0.11490910383576117), np.float64(0.11490910383576117)]"
total_time_search,18144.739070653915
