Key,Value
max_f1,0
max_f2,0
max_f3,0
max_f4,0
min_f1,inf
min_f2,inf
min_f3,inf
min_f4,inf
hyp_log,"[61391.90860592292, 61591.1432865143, 62039.398027358715, 62359.66172930474, 62752.99702346507, 63031.08693403121, 63462.26014074667, 64124.21903474116, 64704.63441930406, 65372.32834499173, 65807.48115763592, 66247.2481987464, 66429.70142294116, 67059.55095164018, 67316.27421622693, 67533.53758529558, 67757.89922633258, 67965.77713940275, 68221.46671156137, 68316.61420152523, 68445.13803381403, 68538.8920815158, 68608.77702190963, 68754.93041967484, 68913.76373153963, 69056.94584953021, 69211.1524259573, 69211.24303242094, 69311.02607557172, 69437.91531484431, 69599.87521739295]"
hyp2_log,"[20.811523119753492, 20.878988059425588, 21.032072766630048, 21.139436925843253, 21.272296402285008, 21.367355826521372, 21.509460974018825, 21.693965550994243, 21.88859352456284, 22.11889831170878, 22.246549199410342, 22.382724436525933, 22.444240290366473, 22.55811771521682, 22.634719380850697, 22.70677665617001, 22.75051466865983, 22.81740635104824, 22.90027621700853, 22.928621046934413, 22.969780010558488, 22.99591682411102, 23.019591601616483, 23.06493481309275, 23.11871244720435, 23.16681181634543, 23.218372268474027, 23.218403399660932, 23.25153784057671, 23.294970575896585, 23.348933801883444]"
r2_log,"[np.float64(0.36103623402703056), np.float64(0.36053261404287007), np.float64(0.3591686424094712), np.float64(0.35823052491627416), np.float64(0.35710390799325825), np.float64(0.3564113160119714), np.float64(0.35516197485572454), np.float64(0.35368053405257066), np.float64(0.3520303396393254), np.float64(0.35015423405975), np.float64(0.34911524450623077), np.float64(0.347970586114492), np.float64(0.3474931482581476), np.float64(0.346503842997012), np.float64(0.3459220772491993), np.float64(0.34531596900720235), np.float64(0.34500607188734134), np.float64(0.34446789285191765), np.float64(0.34377614262552847), np.float64(0.3435249121673314), np.float64(0.34319996426695004), np.float64(0.34301592705997425), np.float64(0.3428467795280774), np.float64(0.34244346872755427), np.float64(0.3420124654687165), np.float64(0.34167106930371294), np.float64(0.3412780688330519), np.float64(0.3412780688330519), np.float64(0.34103593830650525), np.float64(0.34069055719225677), np.float64(0.340248347177192)]"
