Key,Value
max_f1,0
max_f2,0
max_f3,0
max_f4,0
min_f1,inf
min_f2,inf
min_f3,inf
min_f4,inf
hyp_log,"[63126.74435063292, 63363.14651857497, 63624.61983754286, 63822.43496026649, 64001.245754163625, 64283.535386587784, 64528.423058416076, 64854.79107090564, 65047.66670068192, 65428.527234638204, 65887.0962668958, 66295.7749782235, 66692.68991780988, 66927.573189667, 67121.20283632855, 67357.29201021435, 67648.25989771543, 68008.09719288036, 68030.7066951465, 68214.28146243416, 68359.44265293647, 68598.68223260582, 68904.91276691179, 69018.15135476511, 69204.85403702706, 69206.88234900689, 69426.50977766183, 69607.8068011116, 69665.59628326261, 69972.00821374242, 70022.34727612392]"
hyp2_log,"[21.396372506616967, 21.475984575802926, 21.565147116526084, 21.627836825696765, 21.68709207438427, 21.783322091818487, 21.86784869570029, 21.97230299355854, 22.0334991953927, 22.134108310788758, 22.28850406304745, 22.41824976243545, 22.530568388642536, 22.60973133437849, 22.674371674663192, 22.748818146124787, 22.846789581951196, 22.968722137489582, 22.975538581048994, 23.03717485671125, 23.087045007417778, 23.166616339008968, 23.242185305102097, 23.280151972531645, 23.3407402151739, 23.34103572345846, 23.415101139187644, 23.477148706391098, 23.495173791157594, 23.59715758210866, 23.614085765030218]"
r2_log,"[np.float64(0.35624097502686125), np.float64(0.35554841132759013), np.float64(0.35483671629054836), np.float64(0.35428345622352236), np.float64(0.35384293151981355), np.float64(0.3530414422461706), np.float64(0.3523163282135355), np.float64(0.3514419337753545), np.float64(0.3509374814190912), np.float64(0.350202037536454), np.float64(0.3488337992380614), np.float64(0.3478545699870474), np.float64(0.3468902154368909), np.float64(0.3462024750469458), np.float64(0.34568974296574156), np.float64(0.345086337539861), np.float64(0.3442767191143664), np.float64(0.34331824069277805), np.float64(0.3432718352995194), np.float64(0.34276056081443684), np.float64(0.34240790963604306), np.float64(0.34173766607509004), np.float64(0.34116690964974467), np.float64(0.3408971080611034), np.float64(0.3404458892563377), np.float64(0.3404458892563377), np.float64(0.3398334221223763), np.float64(0.3393936418516296), np.float64(0.3392676869290797), np.float64(0.33838787348282984), np.float64(0.3382392765741141)]"
