Key,Value
max_f1,0.019921264950281535
max_f2,0.030636309889646676
max_f3,42.0465
max_f4,0.146
min_f1,0.01429936897296172
min_f2,0.020639031112958225
min_f3,12.7519
min_f4,0.0453
hyp_log,"[175661.7269484641, 175820.78296062813, 175851.74461953712, 175886.86527988545, 175887.06014479903, 176033.21669259138, 176033.21669259138, 176033.21669259138, 176033.21772946426, 176033.21772946426, 176033.21772946426, 176197.83424435518, 176318.48533629152, 176323.48803792795, 176323.49965751686, 176323.49965836707, 176327.92395862215, 176327.92416560362, 176327.92468953255, 176327.9246895373, 176327.92468969998, 176327.99764663936, 176402.59604364584, 176402.62462313933, 176402.62912209518, 176474.80554296964, 176475.16458193984, 176475.16458193984, 176475.16458193984, 176692.2343911023]"
hyp2_log,"[35.77269157716255, 35.776245935472154, 35.78226373053824, 35.789589882907464, 35.789589882907464, 35.789589882907464, 35.789589882907464, 35.789589882907464, 35.789589882907464, 35.789589882907464, 35.789589882907464, 35.789589882907464, 35.789589882907464, 35.7905998572476, 35.7905998572476, 35.7905998572476, 35.7905998572476, 35.7905998572476, 35.7905998572476, 35.7905998572476, 35.7905998572476, 35.7905998572476, 35.7905998572476, 35.79059992902654, 35.79059992902654, 35.79060006279897, 35.7906637682856, 35.7906637682856, 35.7906637682856, 35.7906637682856]"
r2_log,"[0.003539793194398313, 0.003464914746266297, 0.0034143423664994275, 0.003377581374811029, 0.0033736860040689807, 0.003318423098960151, 0.003318423098960151, 0.003318423098960151, 0.003318423098960151, 0.003318423098960151, 0.003318423098960151, 0.00325510410300229, 0.0032055696386469866, 0.003201216726574297, 0.003200555744039256, 0.003200555744039256, 0.0031984987655716474, 0.0031984987655716474, 0.0031984987655716474, 0.0031984987655716474, 0.0031984987655716474, 0.0031984987655716474, 0.003164895829175616, 0.003164895829175616, 0.003164895829175616, 0.0031318113937773015, 0.00313153312150411, 0.00313153312150411, 0.00313153312150411, 0.003060603756088496]"
lr_log,[]
hyp2_acc_log,"[283.471021583251, 283.471021583251, 363.25943625184885, 369.16804065992756, 369.2409618209647, 369.2409618209647, 369.2409618209647, 369.2409618209647, 369.2409618209647, 369.2409618209647, 369.2409618209647, 369.2409618209647, 369.2409618209647, 375.0995342548075, 375.32208585018066, 375.33084987261657, 375.33084987261657, 375.33084987261657, 375.33084987261657, 375.33084987261657, 375.33084987261657, 375.33084987261657, 375.33084987261657, 378.1232022518078, 378.915046125082, 378.915046125082, 382.6364009338016, 382.6364009338016, 382.6364009338016, 382.6364009338016]"
hyp_acc_log,[]
