Key,Value
max_f1,0
max_f2,0
max_f3,0
max_f4,0
min_f1,inf
min_f2,inf
min_f3,inf
min_f4,inf
hyp_log,"[134410.36472838838, 136455.38613643614, 137432.40429262148, 138402.82107889542, 139100.8899814959, 139776.14027817108, 140844.25545326664, 141396.17171642106, 142032.08131538678, 142768.02212081407, 143441.15975139578, 143613.8825927251, 144141.24841333658, 144657.77528064215, 144876.2761764597, 145629.31331231442, 145923.23747891042, 146328.64494823138, 146477.83754472263, 146863.7775158691, 147201.57480890883, 147400.48747322362, 147712.33837313074, 147927.71367326507, 148407.22157013346, 148637.31223116757, 148911.2323429561, 149119.86749145557, 149325.09757180445, 149685.35982721968, 149776.4015848791]"
hyp2_log,"[45.40780950253525, 46.10625622251383, 46.436733215600775, 46.75757936094436, 46.99093997561351, 47.20492344222026, 47.444605969013, 47.629801073049485, 47.84248367698801, 48.04239806054268, 48.269906887163856, 48.32561389572429, 48.436635768373954, 48.611076292641776, 48.684984745458046, 48.938269351955206, 48.9662727150172, 49.09546904574811, 49.144086180908566, 49.274347776226314, 49.359985461817494, 49.42598275442204, 49.531069486587526, 49.56012169861587, 49.72074128144877, 49.76317388097933, 49.85571173361547, 49.924406392780135, 49.99386935911674, 50.11530395942297, 50.14564957632949]"
r2_log,"[np.float64(0.1852197520744217), np.float64(0.1809566756863824), np.float64(0.1789459827660899), np.float64(0.17707466800254507), np.float64(0.17570473287382904), np.float64(0.1744614570821446), np.float64(0.17317272269052894), np.float64(0.17206243631995818), np.float64(0.1708206775724233), np.float64(0.16977448255579053), np.float64(0.16855709792249912), np.float64(0.16823167125945543), np.float64(0.16762311808638625), np.float64(0.16661604372552288), np.float64(0.16617842592267026), np.float64(0.16481394324850945), np.float64(0.16464045952516532), np.float64(0.16388321720873394), np.float64(0.1635965859970591), np.float64(0.1628980713204015), np.float64(0.1623987237531684), np.float64(0.16201604776361456), np.float64(0.1614266715433075), np.float64(0.16128848637819498), np.float64(0.16042225567612026), np.float64(0.16016662031174925), np.float64(0.15964896429398098), np.float64(0.1592660004472338), np.float64(0.15883627174118148), np.float64(0.15821650294038342), np.float64(0.15803398601361374)]"
