Key,Value
max_f1,0.008050125154356162
max_f2,0.016554656252264977
max_f3,47.3646
max_f4,0.1507
min_f1,0.005308453287356175
min_f2,0.00924708385211535
min_f3,12.7657
min_f4,0.0337
hyp_log,"[176644.33096381236, 176786.6911235848, 176786.6911235848, 176786.70686475947, 176952.2131745005, 176952.3294376629, 177073.48179423116, 177216.14374527454, 177216.14668881558, 177216.155949862, 177216.18311108233, 177216.18480613083, 177216.1848061309, 177216.28050163898, 177237.65860299792, 177237.65860299792, 177237.65860299792, 177237.75716363938, 177237.75716363938, 177237.7719399695, 177237.82908055684, 177237.82908055684, 177237.8292831294, 177237.831685736, 177237.8316861011, 177581.02466759662, 177581.06470746917, 177581.09159021033, 177581.17461875547, 177581.19154518537]"
hyp2_log,"[35.91546598116049, 35.91546598116049, 35.91546598116049, 35.91546598116049, 35.91546598116049, 35.91546598116049, 35.91546598116049, 35.91546598116049, 35.91546598116049, 35.91546598116049, 35.91546598116049, 35.91546598116049, 35.91546598116049, 35.91546598116049, 35.91546598116049, 35.91546598116049, 35.91546598116049, 35.91546598116049, 35.91546598116049, 35.91546598116049, 35.91546598116049, 35.91546598116049, 35.91546598116049, 35.91546598116049, 35.91546598116049, 35.91546598116049, 35.91546598116049, 35.91546598116049, 35.91546598116049, 35.91546598116049]"
r2_log,"[0.0021496885149189676, 0.0021106028364692568, 0.0021106028364692568, 0.002109238681481979, 0.0020591870854688036, 0.002059178261316155, 0.0020235362025244116, 0.0019811892519081007, 0.0019811892519081007, 0.0019811892519081007, 0.0019811892519081007, 0.0019811892519081007, 0.0019811892519081007, 0.001980035665474401, 0.001976301771127194, 0.001976301771127194, 0.001976301771127194, 0.001976301771127194, 0.001976301771127194, 0.0019753937364053167, 0.0019753937364053167, 0.0019753937364053167, 0.0019753937364053167, 0.0019753937364053167, 0.0019753937364053167, 0.0018758555640450696, 0.0018758555640450696, 0.0018758555640450696, 0.001875137538856877, 0.001875137538856877]"
lr_log,[]
hyp2_acc_log,"[2409.7794291379028, 2409.7794291379028, 2409.7794291379028, 2409.7794291379028, 2409.7794291379028, 2409.7794291379028, 2409.7794291379028, 2409.7794291379028, 2409.7794291379028, 2409.7794291379028, 2409.7794291379028, 2409.7794291379028, 2409.7794291379028, 2409.7794291379028, 2409.7794291379028, 2409.7794291379028, 2409.7794291379028, 2409.7794291379028, 2409.7794291379028, 2409.7794291379028, 2409.7794291379028, 2409.7794291379028, 2409.7794291379028, 2409.7794291379028, 2409.7794291379028, 2409.7794291379028, 2409.7794291379028, 2409.7794291379028, 2409.7794291379028, 2409.7794291379028]"
hyp_acc_log,"[11829058.027974058, 11834230.065415647, 11834230.065415647, 11834618.550537083, 11842600.389981104, 11842982.952645896, 11847718.606810812, 11858399.365935823, 11858399.365935823, 11859505.546863012, 11860303.899459993, 11860321.097149184, 11860376.107459126, 11861200.391061509, 11862189.87291701, 11862189.87291701, 11862189.87291701, 11862189.87291701, 11862256.386636112, 11864006.194238108, 11866908.936410563, 11866908.936410563, 11866912.711717755, 11866972.514860565, 11866975.04330114, 11882185.647267211, 11884006.413944047, 11885579.343350299, 11886140.003325297, 11886526.796847543]"
