Key,Value
max_f1,0
max_f2,0
max_f3,0
max_f4,0
min_f1,inf
min_f2,inf
min_f3,inf
min_f4,inf
hyp_log,"[143481.25070581457, 143708.4553433771, 144578.0891782195, 145388.2006114722, 145740.88906625618, 145823.60585817054, 146533.44366950667, 146848.3107331064, 147289.86743401876, 147566.69596450508, 148168.5986093172, 148407.61210011545, 148750.13643711107, 148884.5619520246, 149090.03579453597, 149297.42356419977, 149388.02123270778, 149555.93615895545, 149858.09355888335, 150030.95526760275, 150146.72459643875, 150424.80478084963, 150483.2802001072, 150777.04851985403, 150947.83864364916, 150972.7235632709, 151020.2854695739, 151210.53304174368, 151212.60152141715, 151556.52098391426, 151804.6627704944]"
hyp2_log,"[48.46922247841656, 48.54387881257112, 48.67330948633438, 48.93857981383381, 49.057094555744534, 49.084800834553874, 49.296343901707054, 49.40443294044278, 49.50426636522635, 49.59495359853312, 49.75318871182621, 49.78302029755858, 49.898805552084156, 49.94421922704745, 50.011173189385936, 50.078809531274594, 50.10949170278898, 50.16546677815219, 50.243921486219705, 50.301827139474405, 50.339326923842684, 50.432950037137324, 50.45262153881767, 50.52838494456451, 50.58566527835409, 50.593961545580036, 50.6093887116387, 50.67360770942564, 50.67389928627107, 50.69286534096772, 50.77638494635679]"
r2_log,"[np.float64(0.16735335791454659), np.float64(0.16692055552503582), np.float64(0.16614165003260575), np.float64(0.16474616080428628), np.float64(0.16406772454538585), np.float64(0.1638816619520576), np.float64(0.16272770231601325), np.float64(0.16213221054350588), np.float64(0.16152639132089397), np.float64(0.16103679041449784), np.float64(0.1601745437699996), np.float64(0.15999234971449972), np.float64(0.1593609839857581), np.float64(0.15909339823109908), np.float64(0.1587733288303101), np.float64(0.15835649141454222), np.float64(0.15815766406092321), np.float64(0.15786179671712353), np.float64(0.15743665826754114), np.float64(0.15710379789795356), np.float64(0.1569276540474271), np.float64(0.15645671158273536), np.float64(0.15632739687082928), np.float64(0.15596733726299), np.float64(0.15562144015349838), np.float64(0.15556788197610605), np.float64(0.15547491047140022), np.float64(0.15509958349987718), np.float64(0.15509958349987718), np.float64(0.15498637515800734), np.float64(0.1545211837255581)]"
